ID,NAME,DOMAIN,SERVICES,ABOUT,WHY WORK WITH US,BROCHURE,ADDRESS,STAFF,STAFF INVITES PENDING,CLIENTS,INDUSTRIES,PRIMARY SERVICE,COMPLETENESS PERCENT,CREATED ON,LAST UPDATED ON,LANGUAGES USED,HIDDEN (INACTIVE),LAST HIDDEN ON,LAST VISIBLE ON,ONLY VISIBLE TO WL
3598,CEI,cei.ie,"Space,System Design & Verification","Compliance Engineering (trading as Compliance Engineering Ireland) is dedicated to serving our European customers with the complete range of testing and certification services. Our team provide a one stop shop for Electrical Safety, Mechanical Safety, Radio, EMC and EMF compliance and pre-compliance testing, delivered from our state of the art centre, or on-site at your premises.The company was created in 1997 by John McAuley, initially in partnership with Motorola, Tellabs and Sigma Wireless, before undertaking an MBO in 2004. Our experienced team of professionally qualified engineers have extensive experience. Over half of this specialist team has more than 15 years of experience and all of the testing team are qualified to degree or Masters level. The company was founded in Ireland after the locally based National Laboratory was closed, leaving a gap in the market and a wealth of local experience behind.We are happy to answer any questions that you may have regarding getting your project certified for the world market. You will be assured of a qualified and personal service.",,,,,john.mcauley@cei.ie,,,System Design & Verification,25,17/05/2024 19:39,,,no,-,17/05/2024 19:39,no
2045,MOCKNESS LTD,irevise.com,,"Go from iRevise to iSucceed. iRevise offers students access to revision notes, past exam papers, sample papers, sample answers, multiple-choice questions, tutorial videos and provides online grinds classes in a variety of subjects for both Junior and Leaving Certificate students.",,,,,,,,,0,05/12/2023 10:36,,,no,-,05/12/2023 10:36,no
2379,BRYAN S RYAN LTD,bryansryan.ie,,"Bryan S Ryan's expertise is in Managed Print Services, managing paper-based work processes and information technology services. Working in industries that range from telecommunications, retail and financial services to healthcare, education and transportation. Bryan S Ryan aims to deliver productivity gains by helping organisation implement intelligent workflow. Bryan S Ryan Limited is an Irish owned and managed business, operating in Ireland since 1948. Working closely with our customers and supplier the company has gone from strength to strength over the decades and, through our merger with Office Evolutions in 2008, Bryan S Ryan is now the largest and most technically advanced supplier of managed print services and devices to Ireland’s corporate and SME sectors. Today, we bring unrivaled savings and expertise to our core markets.",,,,,,,,,0,12/12/2023 15:32,,,no,-,12/12/2023 15:32,no
3317,H&L PHARMA LIMITED,internetpharmacy.ie,,Online pharmacy for medicine and healthcare needs delivered to your home.,,,,,,,,,0,11/01/2024 11:53,,,no,-,11/01/2024 11:53,no
854,MULRINES BEVERAGES LTD,mulrines.ie,,"Mulrines is a premier juice production company based in Donegal, Ireland. They produce juices, smoothies, and sauces for wholesale, retail, and food services.",,,,,,,,,0,08/11/2023 17:53,,,no,-,08/11/2023 17:53,no
371,SALMON SOFTWARE LTD,salmonsoftware.ie,"Financial Services,Fintech",Salmon Software specialises in developing Treasury Management Software. Our flagship product is Salmon Treasurer and has been developed and enhance over 30 years. It is regarded as the best product of it’s type on the market and is used by many of the biggest corporate names in the world.,,,,,info@salmonsoftware.ie,"CRH (), DCC (), Fexco (fexco.com), Ryanair (ryanair.com)",,Fintech,62,28/09/2023 04:23,,,no,-,28/09/2023 04:23,no
163,ELECTRONIC PRODUCT SERVICES LTD,epsglobal.com,"Energy,Cleantech","EPSGlobal is a global value-added distributor of electronic components, providing best-in-class technology products and services to customers worldwide through regional value-add and distribution centers.",,,,,,,,Cleantech,12,27/09/2023 04:15,,,no,-,27/09/2023 04:15,no
2541,REL COOLING SERVICES LTD,relgroup.ie  ,,"Acquired by current shareholders in 2012, REL Group has expanded beyond their humble beginnings in the 1950s to include a range of speciality divisions including dispense, water filtration, asset management and mechanical engineering. We are not only market leaders in commercial Refrigeration and Air Conditioning. We are also the exclusive distributor for BRITA Professional in Ireland. Our company 'RELTEC Engineering' was established as a separate division who conduct works on a range of large scale mechanical projects across the country. We work with a number of high profile clients and are proactive in staying inline with current market trends to offer expert service at all stages to our valued customers.",,,,,,,,,0,12/12/2023 17:16,,,no,-,12/12/2023 17:16,no
1463,TEAMSOFT LTD,teamsoft.ie,,"Teamsoft is a SAP Gold Partner with offices in Dublin &amp. Belfast providing the SAP Business One ERP system to a diverse range of industries. Established in 1994, we have almost 30 years’ experience in delivering comprehensive ERP solutions that help businesses run better. With SAP-qualified experts based in Dublin, we deliver our award-winning consulting, implementation &amp. support services across Ireland &amp. the UK. Our vast experience as business management system experts means we can provide our customers with flexible solutions tailored to their individual needs. We have the knowledge and business know-how to examine your business processes and implement solutions that optimise how you operate from end to end. Our track record as a fully certified SAP Gold Partner with SAP Recognised Expertise accreditation means you can have confidence in our technical expertise and our total commitment to customer service that meets the exacting standards required by SAP from their certified partners. Our goal is to bring to your business the enormous benefits of an ERP solution from SAP, the market leader in business software and solutions. We know more than technology – we know business.",,,,,,,,,0,23/11/2023 18:10,,,no,-,23/11/2023 18:10,no
1075,Mayo Healthcare,mayohealthcare.ie,"Pharma,Vet Pharma,Animal Health & Nutrition,Agriculture & Equine","Mayo Healthcare are specialists in minerals and slow-release trace elements for Cattle and Sheep. Mayo Helathcare are Irish based Animal Nutrition and Healhcare company, established in 1987.We are a research, dvelopment and marketing organisation for Animal Health products for ruminants and monogastrics with special emphasis on novel non antibiotic antimicrobials.",,https://d3bddsqeatnr0e.cloudfront.net/brochures/Mayo_Healthcare.pdf,,,,,,Animal Health & Nutrition,25,23/11/2023 17:29,,,no,-,23/11/2023 17:29,no
248,SilverCloud,silvercloudhealth.com,,"With over 18 years of academic and clinical research, SilverCloud is the industry leader in internet-delivered Cognitive Behavioral Therapy solutions. The company has received numerous awards and has been recognized many times for being an innovator in its space.","Mental and behavioral health is core to total health. SilverCloud Health provides accessible, scalable, digital behavioral healthcare.We deliver measurable results for our many customer organizations as well as the individuals who use our programs.",,,,,,,,0,27/09/2023 06:18,,,no,-,27/09/2023 06:18,no
981,NATURE'S BEST HOLDINGS LTD,naturesbest.ie,,"Nature's Best is a fresh salad producer based in Drogheda, Co. Louth, Ireland. They specialize in producing fresh, healthy, and convenient food, and are one of the largest buyers of fresh produce from Irish farmers in the country.",,,,,,,,,0,08/11/2023 18:04,,,no,-,08/11/2023 18:04,no
3608,Howard Farms,howardfarms.ie,"Animal Health & Nutrition,Agriculture & Equine",Howard Farms is a Farm Focused Agri Business that creates value and improves profitability for our customers through the targeted and timely provision of quality and innovative agri inputs supported by trusted specialist advice.,,,,,,,,Animal Health & Nutrition,25,24/05/2024 12:52,,,no,-,24/05/2024 12:52,no
557,BLUEMETRIX LTD,bluemetrix.com,"Enterprise Software,Business Intelligence,Data Analytics,Enterprise Applications,Cyber Security,Professional Services,Professional Training & Coaching,Management Consulting,Computerised Maintenance Management Systems (CMMS)","Bluemetrix, headquartered in Cork, Ireland, is a global data automation leader with 18 years of expertise. Founded in 2001, we've been dedicated to turning data into a strategic asset for organizations worldwide.Our mission is clear: we empower data-driven excellence. Offering comprehensive advisory, implementation, managed services, training, and data control applications, our team excels in the latest data and cloud technologies, driving innovation across customer journeys.With 100+ clients and 400 big data projects completed since 2009, we focus on the Hadoop CDP stack from Cloudera – on-prem and cloud solutions - and provide automation of pipeline creation and data governance in those environments.Our flagship product, Bluemetrix Data Manager, simplifies data pipelines, enhances data quality, streamlines operations, and delivers robust governance. It accelerates time-to-value, fosters agility, and opens revenue streams. Our Tokenization solution, compliant with NIST and FIPS 140-3, is deployed natively to the Lakehouse environments, removing the need to move your data off the Lakehouse for Tokenization/De-Tokenization that exists with all competing solutions.We value partnerships with industry leaders such as Cloudera, Collibra, BMC, and others. Our collaboration, including integration with the CDP stack and Control-M, exemplifies our commitment to exceeding client expectations.At Bluemetrix, we are your trusted partner in unlocking the power of data today, for a smarter tomorrow.Market Serve: UK, Europe, Asia-Pacific, North America, Middle East","Hadoop Expertise: At Bluemetrix, our journey with Hadoop began in 2009, making us pioneers in Hadoop Professional Services in Europe. We possess an innate understanding of Hadoop technology garnered through years of hands-on experience. When you partner with us, you tap into a wealth of expertise that ensures you receive nothing short of exceptional support and guidance for your data solutions.Unparalleled Data Expertise: With over 18 years of dedicated service in the data industry, our team stands as a testament to our commitment to excellence. We are well-versed in the latest data and cloud technologies, encompassing every facet of data consultancy, from Architecture and Infrastructure to Security, Application Development, Deployment, Operations, and Data Science. When it comes to data, there's no challenge too great for Bluemetrix.Guaranteed Delivery: At Bluemetrix, our word is our bond. We pledge to deliver results that you can rely on with unwavering confidence. Our clients trust us implicitly because we consistently and successfully complete all Big Data projects on time. When you engage with us, you gain not just a service provider but a partner who prioritizes your peace of mind.Innovation and Automation: As thought leaders in the industry, innovation is at the core of what we do. Bluemetrix is at the forefront of pioneering innovative solutions, not just for Hadoop but also for addressing a myriad of data challenges. We specialise in developing real-world automation solutions that simplify ETL processes, automate data governance, implement tokenization, and more. Our aim is simple: to enhance your efficiency and effectiveness in data management.Commitment to Compliance and Security: At Bluemetrix, we uphold the highest standards of data security and privacy. Our ISO 27001:2013 certification is a testament to this unwavering commitment. We recognise the unique needs of clients in highly regulated industries, and our dedication ensures that you receive the utmost quality and protection for your data. Our aim is to instil trust and confidence in our services and products, always.",https://d3bddsqeatnr0e.cloudfront.net/brochures/Bluemetrix_Product_Data_Sheet.pdf,"5th Floor, River House, Blackpool Retail Park, Blackpool, Cork, T23 R5TF, Ireland","Liam English - liam.english@bluemetrix.com, Janet Wong - partners@bluemetrix.com",,"BMC Software (bmc.com), Cloudera (cloudera.com), ING Bank ()",,Professional Services,87,01/11/2023 05:20,15/03/2024 11:53,,no,-,01/11/2023 05:20,no
1816,GOLDCORE LTD,goldcore.com,,"About GoldCore.com Founded in 2003, GoldCore are one of the leading gold brokers and storage providers in the world. ►You can contact us at info at goldcore dot com ► Call us - IRL: +353 1 6325010 UK: +44 203 0869200 USA: +1 302 635 1160 www.twitter.com/goldcore www.facebook.com/GoldCore www.youtube.com/GoldCoreLimited We are international bullion dealers and have over 20,000 clients in over 140 countries and with over $250 million in assets under management and storage. We protect and grow our client's wealth with the provision of the safest forms of precious metals ownership - allocated physical gold, silver, platinum and palladium bullion coins and bars. We offer mass affluent, HNW, UHNW and institutional investors including family offices, gold, silver, platinum and palladium bullion in London, Zurich, Singapore, Hong Kong, Perth and soon Dubai. Our bullion trading platform is one of the most sophisticated and safest in the industry. The bullion bars are individually allocated &amp. segregated under direct client control and ownership of the client. Bullion is owned in ultra safe vaults strictly outside the global banking system, eliminating virtually all counter party risk exposure. GoldCore are acknowledged experts on precious metals and global macroeconomics and our research is respected as analytical, informative and enlightening. We were awarded an award in 2006 when we correctly warned about property bubbles in Ireland, the UK and the U.S. and the coming debt crisis. GoldCore have an international media profile (CNBC, Bloomberg, CNN, BBC, FT, Wall Street Journal, Bloomberg, Dow Jones, Associated Press, Reuters etc.) and takes part in the Reuters Precious Metals Poll and the Bloomberg Gold Survey. We have of the largest social media following in the world with over 20,000 social media followers on Linkedin, Twitter, Facebook, Youtube etc and a similar size email subscriber list.",,,,,,,,,0,29/11/2023 11:41,,,no,-,29/11/2023 11:41,no
1571,MACCANN & BYRNE LTD,maccannandbyrne.com,,"MacCann &amp. Byrne is a family owned business based in Athboy, Co. Meath. Established in 1906, the company prides itself on the production and distribution of the highest quality timber and building products. MacCann &amp. Byrne promotes sustainable forest management through FSC &amp. PEFC certification. The company works in partnership with Scandinavian sawmills and leading European manufacturers to maintain the highest standards of quality across its product range. MacCann &amp. Byrne's reputation is renowned for quality and service and its standards lay the foundation for all of us to gain the benefits of forests economically, socially and environmentally.",,,,,,,,,0,29/11/2023 11:15,,,no,-,29/11/2023 11:15,no
1729,CORBY ROCK MILL LTD,corbyrock.ie,,"Corby Rock Mill is Irelands leading manufacturer of animal feed products. A completely family owned business, Corby Rock Mill was set up in 1975 principally to ensure high quality feeds for sister company Corby Rock Eggs. Now it has a thriving trade in Poultry, Ruminant, Sheep, Calf and Pig markets throughout Ireland. Our Vision: At Corby Rock our vision is to manufacture consistent quality feeds, grow in understanding and pioneer methodologies that enhance food safety, for generations to come. From small herds to large processing and packing enterprises, wherever new opportunities arise, Corby Rock Mill works relentlessly to give customers the most efficient and profitable return when feeding livestock possible. The one constant? George Quinn’s founding philosophy: offer the customer continuous quality adding value in field and technical support, while building an integral brand. At Corby Rock, we’re not just committed to feed manufacture. We recognize our responsibility in the food safety chain to better the lives of our customers, our staff and communities we serve, and to inspire others to do the same.",,,,,,,,,0,29/11/2023 11:35,,,no,-,29/11/2023 11:35,no
3717,MANN ENGINEERING LTD,mannengineeringltd.com,"Aerospace & Aviation,Precision Engineering","Mann Engineering Ltd is a family owned and run sub-contract manufacturing and service company based in Wexford in the South East of Ireland, Supplying customers in Ireland, UK, Germany Scandinavia and Poland for nearly 30 years.Through our knowledge, experience, up-to-date technology and commitment to quality, we are a one-stop facility which can give a finished solution to all your engineering requirements.Our facility is divided into three distinct areas:Precision EngineeringWe offer sub-contracting CNC machining manufacturing high quality precision-machined parts from low to high volume, including one off prototyping/sampling for R&amp.D; clients, with quick delivery using the most up-to-date technology.Supplying industries such as oil &amp.; gas, Aerospace, Motion &amp.; Control, steam, agricultural, electrical, engineering, medical, &amp.; hydraulics.We can turn parts to your specifications on our multi axis CNC machines from 3mm to 63.5mm (bar fed) and up to 203mm (billet). Specialists in Thread Rolling.Our CNC machining centre can manufacture to 6m x 1m x 0.9m in size, making us a one stop shop for all your machining needs.Shopping Trolley Sales, Maintenance &amp.; RepairWe operate a nationwide shopping trolley sales, maintenance, repair and management service, to retail customers such as Dunnes Stores, Supervalu, Centra, Londis, Costcutter &amp.; many other independent retailers as well as the DAA in Dublin &amp.; Cork.We supply steel shopping trolleys and plastic eco trolleys to supermarkets across Ireland.www.shoppingtrolleys.ieFabrication of Manual Handling EquipmentWe produce &amp.; supply standard and customised manual handling equipment and fabricated solutions for the safety industry, retail sector and end users. We manufacture a wide selection of products, from standard hand trucks, transport trolleys to mobile step ladders, and specialise in producing customised products tailored to suit your needs. to grocery shops, cash &amp.; Carry outlets, garden centres and more",,,,,,,,Aerospace & Aviation,12,26/07/2024 12:33,,,no,-,26/07/2024 12:33,no
139,CONTRACTING PLUS CONSULTANTS LTD,contractingplus.com,"Human Resources,Talent Acquisition & Management","Contracting PLUS Ltd, has over 15 years’ experience providing specialist accounting solutions to professional contractors and contracting companies across all sectors. Contracting PLUS are the market leader in accountancy services for Contractors. From our offices in Cork Airport Business Park, Dublin, London and India, Contracting PLUS manages the taxation and administration affairs of over 4,000 professional contractors.With our secure technologies at Contracting PLUS, you can access all your data 24/7 from your laptop or smartphone. Contracting PLUS offers many services and compliant solutions including: Managed Limited Company Director solution, PAYE/Umbrella Company Solution, Personal Limited Company Solution, International Contractor Tax Solutions in the UK, India, Poland, Sweden, Netherlands and Belgium, Wealth Management Advice. At Contracting PLUS our focus is on our clients and their requirements. Contracting PLUS is ISO 9001:2015 certified ensuring that we continue to work with high standards and improve our processes to allow us to deliver our services more efficiently and effectively. With Contracting PLUS you have a trusted and professional partner to meet all your contracting needs. Contracting PLUS – A Safe Path for Professional Contractors","What Contracting PLUS does is make life easy for Professional Contractors Whether new to contracting or a veteran in the field, our clients are secure in the knowledge that their accounts are in the hands of experts with unrivalled experience. We are focused on helping maximise the contractor’s take-home pay while remaining fully compliant with Revenue rules. With a single point of contact and a focus on a fast resolution to all queries, our service is unparalleled. Working with Contracting PLUS is an investment in the contractor’s future. We not only provide traditional forms of accounting solutions, we are also at the forefront of technology with bespoke software giving the contractor access to their accounts 24/7/365, online and from smartphones. Making our service the perfect fit for a time poor, hardworking contractor. Years of experience means that you will always find someone in Contracting PLUS who knows the answer to whatever question a contractor may have.",,,,,,,Talent Acquisition & Management,12,27/09/2023 03:40,,,no,-,27/09/2023 03:40,no
1248,SKILLPAD LTD,skillpad.com,"Education,Educational Technology,Educational Services,Educational Learning (eLearning),Medical Devices,IT Services,Managed Services,Systems Integrations,Cloud Hosting Services,Life Sciences, MedTech & Healthcare","Our mission is to assist our clients in the Life Sciences industry to reduce costs, increase profitability and improve efficiencies by using digital learning technologies to build skills and knowledge in critical areas of manufacturing, maintenance and regulatory compliance. PRODUCTS ✔ Off-the-shelf library of multilingual e-Lessons designed to elevate employee’s biopharma process and GxP knowledge (tailoring available) ✔ Custom modules (knowledge capture and transfer services) ✔ MySkillpad (free robust Learning Management Systems (LMS) available for customers) SERVICES ✔ Compliance ✔ Validation ✔ Project Management",,,"501 NW Business Park, Mitchelstown, Dublin, Ireland",Mary McCarrick - mmccarrick@skillpad.com,,,"Biotechnology,E-learning,Industrial Automation,Manufacturing,Media,Pharmaceuticals",Educational Learning (eLearning),37,23/11/2023 17:46,27/05/2024 14:41,English,no,-,23/11/2023 17:46,no
2143,LLR-G5 LTD,llrg5.com,"Pharma,Health & Beauty,Vet Pharma,Pharma Services,Consumer Products","• Incorporated in 1999 LLR-G5 Ltd commenced manufacture and distribution of Organic Silicon (Monomethylsilanetriol) based Nutritional Supplements and Cosmetics. • In 2008, we committed to a substantial investment to commence Research &amp. Development of our products using internationally specialized and renowned research facilities such as the London School of Pharmacy, Cambridge University and Lakehead University. • In August 2016 LLR-G5 became an exclusive manufacturer of Organic Silicon (Monomethylsilanetriol) Nutritional Supplements as authorized by the European Food Safety Authority and upheld by the European Commission using the Novel Food process. Silicon and its benefits • Increases the skins elasticity and firmness • Increases the density of collagen and elastin fibers • Younger looking skin • Strengthens hair, skin and nails • For strong bones and healthy joints LLR-G5 continues to invest in high calibre academic scientific silicon research and development of the G5® molecule by working with several groups of international scientists, advancing its worldwide reputation and expertise on Organic Silicon G5®. Silicon has been scientifically proven to be beneficial to the immune system and connective tissue (skeletal, bones, joints), cardiovascular and brain health. Organic Silicon G5® has an excellent bioavailability of up to 70% and can help restore health and well being in numerous and varied ways. Expert groups in London and Cambridge (UK) have recently published that the human body assimilates this form of silicon (LLR-G5 G5®) at least four times better than other known supplemental forms. LLR-G5 adheres to the highest quality standards of manufacturing, prioritising the safety and purity of its products.",,,,,,,,Pharma,12,05/12/2023 10:44,,,no,-,05/12/2023 10:44,no
943,INDUSTRIAL PLANT LTD,iplgroup.com,,"IPL group is a customer focused, innovative value driven company, which designs, manufactures and supplies infrastructure products and solutions to customers worldwide. High quality innovative products, creative engineered solutions, excellent customer...",,,,,,,,,0,08/11/2023 18:01,,,no,-,08/11/2023 18:01,no
1657,OPENMIND NETWORKS HOLDINGS LIMITED,openmindnetworks.com,,"Openmind Networks is an independent technology company focused on mobile messaging software and services for the telecoms industry. Openmind messaging solutions allow telecoms firms to consolidate their core messaging, protect their network and unlock the potential in business messaging and 5G. Boasting a highly experienced team of engineers, Openmind has consistently led the way in bringing new innovations to the mobile messaging market. Openmind’s Communication Platform is deployed in over 120 sites across 30 countries in Europe, Middle East, Asia and North America, powering over 5 billion transactions every day. Winner of Deloitte Best Managed Company Award five years in a row, Openmind Networks is going from strength to strength and our Global Portfolio continues to grow. We are always one step ahead when it comes to Innovation, enabling us to be at the forefront of Product Development.",,,,,,,,,0,29/11/2023 11:30,,,no,-,29/11/2023 11:30,no
1089,JM FOOD SERVICES LTD,jmfoodservices.com,,"JM Food Catering Services supplies and manufactures tasty hot meal solutions, they have shown that convenience and quality really can go handinhand.",,,,,,,,,0,23/11/2023 17:30,,,no,-,23/11/2023 17:30,no
1054,CONVEX ELECTRICAL LTD,convex.ie,,,,,,,,,,,0,08/11/2023 18:11,,,no,-,08/11/2023 18:11,no
143,THERMO TENTS LTD,cruaoutdoors.com,"Travel & Hospitality,Home,Consumer Products","CRUA is a premium camping brand that creates thermally, acoustically, and light-insulating tents. We are driven with one goal in mind, to provide campers everywhere, the best night’s sleep in the wild.Founded in 2015 by Derek O'Sullivan on the rugged west coast of Ireland, CRUA incorporates cutting-edge material technology into its unique designs to bring our customers innovative, high-quality, and comfortable products.Epic adventures start with a good night’s sleep, and a good night’s sleep starts with a CRUA tent.The company is located in County Kerry, Ireland and Kyle, Texas, USA.Market Serve: UK, Nordics, Africa, Europe, North America, Rest of World",We are a small team of innovators solving a problem for campers worldwide.,,"Clash, Co. Kerry, Ireland","Maria Panuli - mariap@cruaoutdoors.com, Maureen Hart - maureenh@cruaoutdoors.com",,,,Travel & Hospitality,37,27/09/2023 03:44,06/03/2024 12:35,,no,-,27/09/2023 03:44,no
669,PRINT & DISPLAY LTD,printanddisplay.ie,,"P+D is a printing and design company that specializes in point of sale displays, outdoor advertising, vehicle graphics, large format structural design, graphic design, manufacturing, logistics, and fulfillment.",,,,,,,,,0,08/11/2023 16:57,,,no,-,08/11/2023 16:57,no
2087,PFH TECHNOLOGY GROUP UNLIMITED COMPANY,pfh.ie,IT Services,"YOUR PARTNER FOR ICT SUCCESSLet PFH enable your organisation to thrive by maximising the value that technology provides and empowering your people to make a difference. We’ll advise on best-fit technology &amp.; services and then design, implement, support and manage the solutions.Snapshot:• Largest private ICT company in Ireland • Desktop to Data Centre Solutions • Nationwide • Offices in Dublin, Cork and Galway • Over 500 dedicated professionals, including over 340 qualified engineers ready to meet your ICT needs • 1st Microsoft Gold Partner in Ireland • Lenovo Platinum Partner &amp.; Service Provider • HP First Gold Partner • Apple Authorised Reseller • Unify Sole Irish Premier Enterprise Solution Provider, Service Partner and Distributor • Ireland's Only Commvault Market Builder Partner • Dell Technologies Titanium Partner • VMware Enterprise Partner • Citrix Gold Partner • Ireland's only HPE Platinum Partner • Palo Alto Partner • Certified training facilities in Cork &amp.; Galway • www.pfh.ie",,,,,,,,IT Services,25,05/12/2023 10:39,,,no,-,05/12/2023 10:39,no
501,WATERSHED COMPANY LIMITED,watershedgroup.com,"Material, Print & Packaging,Print & Packaging","Watershed Group, founded in 1992 by Tom Waters is now Ireland's leading self adhesive label manufacturer. Originally operating from a single site in Dublin, Watershed now has multiple sites in Ireland and a manufacturing footprint across the U.K, Poland and Germany.Driven by extensive Capex investment into the latest print technology, we offer premium print quality and future proofed solutions to our Irish and international customers in the food, drinks cosmetics and pharmaceutical industries.","Watershed Group is an Irish, family owned company with industry beating print experience across multiple sectors. We count many of Ireland's and Europe international brands among our customers. However, what singles us out is our core philosophy of customer service. This strategy has delivered lasting partnerships and driven our growth. Additionally, we have positioned ourselves very much in the solutions provider space and pro actively offer our customers innovative, first to market brand solutions. Our independent status facilitates flexible and prompt decision making, vital for the dynamic industries we supply.",,,,liz@watershed.ie,"ALDI Stores (aldi.com.au), Bandon Vale (bandonvale.ie), Cargill (cargill.com), Danone (danone.com), Dunnes Stores (dunnesstores.com), Jabil (jabil.com), Kerry Foods (kerryfoodscareers.com), Musgrave Spirits (musgravespirits.com), Nestlé (nestle.com), O'Brien Fine Foods (obrienfinefoods.ie), Reckitt Benckiser (), Sanofi (sanofi.com), Siemens (siemens.com), Tesco (tesco.com), Uniphar Group (uniphar.ie), Viessmann (viessmann.com), West Cork Distillers (westcorkdistillers.com), Western Brand (westernbrandni.com)",,"Material, Print & Packaging",62,30/10/2023 06:36,,,no,-,30/10/2023 06:36,no
4010,Vesta Insights,vesta-insights.com,,,,,,Veronica Breene - veronica.breene@vesta-insights.com,Hasti Raval - hasti.raval@vesta-insights.com,,,,25,24/09/2024 15:55,24/09/2024 15:56,,no,-,24/09/2024 15:55,no
4024,Trulife,trulife.com,"Life Sciences, MedTech & Healthcare","Trulife specializes in the creation, development, and manufacture of niche medical devices, focusing on orthopaedic, prosthetic, breastcare, and pressure care products for healthcare professionals worldwide.",,,,,,,,"Life Sciences, MedTech & Healthcare",12,26/09/2024 18:01,,,no,-,26/09/2024 18:01,no
3313,W1 DESIGN LIMITED,oneproductions.com,,"One Productions is a Video Agency that specialise in Video Production and Video Marketing communications. While Video Marketing is our par excellence, we also excel for our clients in the fields of print and digital, putting together a total communication package to suit client needs and achieve their goals. Our Strategy service works best when we sit down with our clients to clarify their goals, markets and overall message. This collaborative approach clearly defines and acts as a ‘communication bible’ that all subsequent activity can be measured against, as well as taken from, creating a platform for achieving outstanding results. Our dynamic creative print design puts our clients message into a dynamic physical form. We deliver original designs and applications that clearly communicate brand values in a vibrant and effective manner. Our digital service ranges from Web Design, Search Engine Optimisation and Social Media. We possess a real passion for optimising engine rankings for clients and building web platforms that audiences consistently engage with. Our Video service is the area, experiencing highest level of growth. With increasing messages from multiple mediums, brands are increasingly utilising video to cut through the clutter. We are leading the way and our repeat business and consistent client referral, are our testament to the creative and quality of our production.",,,,,,,,,0,11/01/2024 11:53,,,no,-,11/01/2024 11:53,no
2928,HEALTH DDBW LIMITED,healthxl.com,,"HealthXL brings together leading minds working to solve healthcare's biggest challenges. Our community platform enables leaders to share learnings, accelerate innovation and foster a global, patient-centric approach to digital health. Through the unique real-world learnings of our community, combined with expert insights from our advisory team, we continue to support our clients to excel and transform healthcare through technology. HealthXL Members include AstraZeneca, Johnson &amp. Johnson, Sanofi, Baxter, Pfizer, Merk, Sanofi, Roche, and Novartis.",,,,,,,,,0,11/01/2024 11:17,,,no,-,11/01/2024 11:17,no
3630,PM Group,pmgroup-global.com,Construction,"At PM Group, our vision is to be a highly valued, creative delivery partner, building a more sustainable world with our clients. Employee owned, we work across Europe, the UK, Asia and the USA. Our team of 3,500+ people specialise in the design, construction and commissioning of high-tech facilities. Over 50 years, we’ve built our expertise working for the world's leading pharma, food, data centre and medical technology companies. We also have an excellent track record in the advanced manufacturing and energy sectors. To excel at the complex work we do, we always seek to understand our clients' needs. At every level of our business you will see a culture of honesty, openness and flexibility. Learn more about PM Group : www.pmgroup-global.comIn 2023, we were delighted to welcome Milestone to PM Group. Milestone is a dynamic automation and digital systems consultancy. The Company provides world-leading services to the Life Sciences and FMCG sectors. With 160+ experts, Milestone has extensive experience covering lean analysis, process optimisation, system integration, equipment automation, MES solutions, manufacturing intelligence and project management.To find out more about Milestone, visit : www.mile.ie (disclaimer and legal information can be found at: www.pmgroup-global.com)",,,,,,,,Construction,25,13/06/2024 19:18,,,no,-,13/06/2024 19:18,no
1472,NETWORK IRELAND TELEVISION LTD,network-irl-tv.com,,Network Ireland Television is the premiere international distributor of short films and specialist TV content for broadcast.,,,,,Gary White - gary@network-irl-tv.com,,,,12,23/11/2023 18:13,,,no,-,23/11/2023 18:13,no
1904,WALSH MECHANICAL ENGINEERING LTD,wme.ie,,"Walsh Group is a building services engineering contracting company, offering the complete range of building services installations. Established in 1986, Walsh Group delivers comprehensive engineering solutions to our clients consistently. Walsh Group delivers quality turn-key engineering solutions from Design &amp. Build covering Mechanical, Electrical, Instrumentation and Commissioning services across Commercial, Industrial, Healthcare, Educational and other sectors. We take pride in exceeding our clients expectations for safe and timely delivery, within budget and to the highest quality standards. Our highly skilled, professional and dedicated workforce imparts excellence in project delivery again and again. Walsh Group - Comprehensive Engineering Solutions Delivered.",,,,,,,,,0,29/11/2023 11:47,,,no,-,29/11/2023 11:47,no
